"","y","X0","X1","X2","X3","X5","X6","X8","X12","X13","X14","X19","X20","X22","X27","X31","X35","X37","X43","X45","X46","X49","X50","X51","X58","X64","X68","X70","X71","X80","X81","X84","X85","X96","X98","X100","X101","X103","X114","X115","X116","X118","X119","X127","X129","X132","X133","X137","X139","X142","X144","X150","X151","X154","X155","X156","X157","X158","X161","X163","X164","X168","X171","X177","X178","X180","X181","X182","X186","X187","X189","X191","X194","X201","X202","X208","X209","X215","X218","X219","X220","X223","X224","X225","X234","X238","X241","X244","X246","X247","X250","X251","X256","X261","X265","X273","X275","X283","X285","X286","X294","X300","X301","X304","X311","X313","X314","X316","X321","X324","X327","X329","X331","X334","X336","X337","X343","X348","X350","X351","X352","X354","X355","X356","X358","X360","X362","X363","X367","X368","X374","X375","X376","X377"
"1793",110.01,"ak","s","as","c","ae","i","r","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"1794",89.28,"o","c","ae","c","ae","g","m","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","0","1","0","1","0","1","1","0","0","0","1","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1"
"1795",99.1,"ay","aa","as","d","ae","j","g","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"1796",90.76,"f","s","as","d","ae","j","s","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","1","0","0","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","1","1","1","1","1","0","0","1","1","1","1","0","0","1","0","0","1","0","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","1","1","0","1","1","1","1","0","1","0","0","1","1","0","1","0","0","0","0","1","0"
"1797",106.55,"ak","s","as","c","ae","g","r","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"1798",109.9,"af","s","as","d","ae","d","q","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","1","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"1799",94.21,"y","a","ak","f","ae","g","x","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0"
"1800",108.06,"x","j","n","c","ae","b","h","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","0","0","1","1","0","0","0","0","0","1"
"1801",93.94,"n","l","as","f","ae","j","q","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1802",93.15,"ai","b","ae","c","ae","a","i","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1"
"1803",114.66,"y","o","f","f","ae","j","t","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0"
"1804",72.94,"az","l","n","f","ae","a","b","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"1805",102.48,"h","r","i","f","ae","g","d","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"1806",92.47,"o","l","as","f","ae","d","a","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","1","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0"
"1807",100.27,"d","aa","as","c","ae","d","b","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0"
"1808",89.77,"l","u","ae","c","ae","l","f","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","1","0","1","0","0","0","0","1","1","1","0","1","0","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"1809",111.22,"ay","b","as","c","ae","d","a","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1"
"1810",91.89,"o","l","as","f","ae","i","i","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"1811",88.22,"y","b","ai","c","ae","g","i","0","0","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","1","0","1","1","0","1","1","0","0","1","1","0","1","1","0","1","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1"
"1812",108.35,"ak","l","as","f","ae","i","a","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"1813",107.79,"ax","v","ak","c","ae","i","h","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","1","0","1","1","1","1","0","0","0","1","0","1","1","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0"
"1814",108.99,"ak","s","ae","c","ae","g","b","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","1","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"1815",95.15,"al","o","ai","f","ae","g","p","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"1816",107.97,"ay","aa","as","d","ae","d","g","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"1817",86.34,"o","s","m","c","ae","i","v","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1"
"1818",99.99,"ay","aa","as","c","ae","g","s","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0"
"1819",92.82,"t","z","m","c","ae","g","s","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1","0","1","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1820",88.31,"al","o","ai","f","ae","g","p","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"1821",112.54,"x","aa","as","c","ae","g","j","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0"
"1822",88.77,"aq","s","as","c","ae","j","f","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1","0","0","1","1","1","1","1","1","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0","0","1","0","0","1","0","0","1","1","0","0","1","1","1","1","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","0","0","1","0","1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","1"
"1823",115.1,"x","aa","as","c","ae","j","a","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","0","1","1","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0"
"1824",92.99,"u","v","as","c","ae","g","u","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"1825",101.65,"ay","j","as","b","ae","j","p","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","1","1","1","1","0","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","1","1","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","1","0","0","1","1","0","0","0","0","0","1"
"1826",90.76,"z","aa","ai","c","ae","g","h","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1827",111.4,"w","s","ae","c","ae","g","b","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"1828",88.36,"t","b","ai","c","ae","g","p","0","0","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","1"
"1829",110.07,"ak","v","r","c","ae","j","i","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1","1","1","1","0","1","0","0","1","1","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0"
"1830",119.59,"x","b","m","c","ae","j","j","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","1","1","1","0","1","0","1","0","0","0","0","1","1","1","1","0","0","1","1","1","0","0","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1"
"1831",109.79,"j","i","ae","c","ae","g","u","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","0","0","1","1","1","1","1","0","0","1","1","1","0","0","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","1","1","0","0","0","1","1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1"
"1832",92.59,"t","aa","m","c","ae","h","k","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1833",111.92,"ak","l","as","d","ae","i","a","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"1834",89.07,"y","aa","ai","c","ae","j","w","0","0","0","1","0","0","1","1","1","1","0","0","1","1","1","0","1","0","0","1","0","1","1","0","0","0","1","1","1","1","0","1","0","0","0","1","1","1","0","1","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1835",110.22,"ak","s","as","c","ae","j","d","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","1","0","1","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"1836",90.11,"b","b","ae","c","ae","b","k","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","1","1","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","1"
"1837",98.81,"ay","i","as","c","ae","l","k","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1"
"1838",94.5,"o","s","m","c","ae","d","v","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1"
"1839",91.32,"ad","a","ae","f","ae","j","l","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"1840",122.31,"j","b","aq","c","ae","d","e","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","0","0","0","1","1","1","1","1","0","0","0","1","1","0","0","0","1","1","0","1","1","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","1"
